# Scales historical SSP GDP data to GCAM3 GDP data.
# Calculates future GDP based on ratio of GCAM3 future to 2010 value.
iso,year,value
caf,1989,928.8810217249778
tcd,1989,2120.744727046512
chl,1989,50280.61305406278
chn,1989,526668.0770070181
col,1989,92100.68021271571
cod,1989,17158.732630379764
cog,1989,4324.603784437991
cri,1989,9654.132681357423
civ,1989,11848.405592975763
hrv,1989,29778.744552048094
cub,1989,30396.460433150027
cyp,1989,7534.645872770272
cze,1989,96752.98391792215
dnk,1989,148951.73982316907
dji,1989,394.0500411538712
dom,1989,13244.050408520661
ecu,1989,24191.21288921953
egy,1989,54809.333348129025
slv,1989,7137.573992029223
gnq,1989,145.5732850117169
eri,1989,613.0925496130742
est,1989,10863.477541719007
eth,1989,5724.49827551349
fji,1989,1329.4582537498145
fin,1989,109504.80186006067
fra,1989,1220609.9201758131
gab,1989,6638.613720901197
gmb,1989,300.95937563385064
geo,1989,13103.422978199284
deu,1989,1609866.2178831073
gha,1989,7691.544750067277
grc,1989,130387.43866965054
gtm,1989,12723.214537105341
gin,1989,2176.317640637891
gnb,1989,386.01281577365353
guy,1989,748.6521842531093
hti,1989,4337.523928180467
hnd,1989,5041.3921359835695
hkg,1989,66146.82928404975
hun,1989,65844.38074273677
isl,1989,5164.640885895583
ind,1989,290580.173085906
idn,1989,190579.36307417028
irn,1989,136253.32121641256
irq,1989,29787.41124823623
irl,1989,50681.737069887065
isr,1989,61178.256601175446
ita,1989,1131423.7755022177
jam,1989,6561.922032117484
jpn,1989,2958058.738077958
jor,1989,5676.788676426491
kaz,1989,62604.51165975824
ken,1989,13780.246768008215
kwt,1989,36357.6514449795
kgz,1989,3003.384269080802
lao,1989,1216.3107386478594
lva,1989,19078.75524630333
lbn,1989,5962.227164583068
lso,1989,680.2555391333517
lbr,1989,1156.498059169194
lby,1989,30053.393713854824
ltu,1989,21975.707336503983
lux,1989,15766.751783740525
mac,1989,4524.492007849645
mkd,1989,4936.958027362918
mdg,1989,3653.1627034968724
mwi,1989,1947.3092357065918
mys,1989,49502.65391968168
mdv,1989,580.2938117864475
mli,1989,2756.4385244647942
mlt,1989,2643.3449562947403
mrt,1989,1386.4361393133045
mus,1989,2416.104837563143
mex,1989,321515.11862881517
mda,1989,6734.666438310823
mng,1989,2621.0837058317143
mar,1989,27548.568023740827
