구    분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2013-07-10,54106,51932,50588,49724,49408,50041,52943,57018,63042,67090,68908,69420,66234,69152,69934,69525,69591,68500,66731,66228,66113,63767,60797,58686
2013-07-11,54191,51917,50543,49774,49584,50219,53130,57408,63495,67697,69446,69508,66390,69501,70155,69760,69899,69292,68214,67605,66967,64163,60921,58621
2013-07-12,54370,52244,50787,49953,49773,50129,53012,57136,62947,66905,68644,68757,65627,68618,69699,69025,68739,67312,65814,65150,65134,62787,60018,58347
2013-07-13,54546,52275,50899,49908,49571,49499,50980,52953,56623,59955,61943,62633,60708,62173,62260,61230,60392,58630,58467,59158,60089,58674,56969,55322
2013-07-14,51626,49278,47506,46665,46296,46201,47195,48052,49592,51884,53894,54651,54632,55233,55303,54801,54467,54313,54868,55502,56534,55696,53934,51449
2013-07-15,48080,46083,45001,44521,44801,45727,49345,54630,62400,67440,69536,70229,67179,70019,71101,70679,70855,69552,68040,67366,66824,64177,61198,59136
2013-07-16,54809,52336,51179,50366,50128,50718,53441,57469,63676,67884,69666,70367,67197,70095,71529,70782,70783,69697,68125,67396,66603,63911,60605,58471
2013-07-17,54571,52367,50926,50103,49867,50404,53047,57176,63140,67397,68992,69210,66012,69180,70143,69845,69778,68002,66307,66261,65967,63722,60591,58555
2013-07-18,54368,52117,50837,49833,49834,50484,53431,57484,63544,67689,69500,69856,66797,70025,71257,71154,71136,69865,68295,67678,67231,64342,61245,59068
2013-07-19,54769,52085,50573,49780,49720,50347,53091,57195,63677,68448,70521,71235,68233,71174,72112,71829,71823,70079,68048,67182,66960,64392,61440,59153
2013-07-20,55017,52686,50748,49907,49530,49543,51096,53251,57439,60915,63668,64473,62821,64225,64246,63136,62334,60598,60107,60384,61221,59738,57281,55466
2013-07-21,51978,49631,48287,46938,46663,46654,47702,48646,50414,53016,55104,55908,56074,57117,57281,56845,56772,56705,57150,58244,59289,57876,55610,52786
2013-07-22,49096,46953,45816,45055,45260,46342,49575,54753,62614,67796,69905,69963,67190,70357,71648,71031,70814,70210,69037,68499,67793,64810,61505,59231
2013-07-23,54818,52293,50871,49940,49912,50478,53132,57094,64148,68482,70119,69440,65944,68466,69688,69097,68978,68920,67656,67296,66640,63906,60944,58778
2013-07-24,54646,52113,50711,49939,49816,50006,52890,56729,63016,67119,68346,68228,65014,67894,69230,68905,68715,67909,66066,65549,65340,62764,59936,57924
2013-07-25,53825,51507,50002,49194,48972,49619,52305,56104,62516,66916,68771,68542,65927,68820,69868,69409,69227,69106,67345,66878,66524,63704,60750,58521
2013-07-26,54343,51879,50391,49658,49395,49730,52398,56313,62525,66806,68884,68869,66423,69055,70324,69596,69384,68748,67004,66334,66022,63177,60231,58026
2013-07-27,54086,51679,50110,49025,48627,48608,50115,51848,55571,59030,61709,62688,61076,62321,62310,61311,60260,58739,58506,58906,59399,57987,55597,53999
2013-07-28,50412,48286,46773,45962,45543,45468,46469,47509,49214,51634,53244,53877,53679,54646,54830,54673,55015,55209,56337,57569,58219,56572,54560,51968
2013-07-29,48440,46370,45300,44698,44701,45421,48324,52716,59830,64507,66723,67445,65263,67611,68634,68060,67826,67144,65290,64654,64212,61544,58479,56411
2013-07-30,52492,50187,48570,47659,47504,47846,50099,54048,60043,64343,66634,67270,65097,67510,67939,66633,65983,65166,63698,63445,62900,60517,57730,55657
2013-07-31,51901,49544,48080,47229,47009,47552,49959,53507,58963,62789,65090,65363,63498,65329,65764,65138,64696,63986,62475,62292,62130,59850,57144,55281
2013-08-01,51544,48879,47567,46567,46447,46866,48576,51577,56451,60065,61951,62784,62061,63635,63959,63538,63478,63559,62370,62304,62160,59830,56999,55114
2013-08-02,51382,48922,47399,46466,46339,46952,48917,52047,56519,59758,61420,61816,60695,62156,62649,62500,62455,62449,61419,61698,61789,59681,57104,55385
2013-08-03,51572,49050,47605,46708,46381,46468,47752,49735,52536,55414,57686,58924,58446,59182,59168,58710,58311,57680,57465,58087,58548,57146,54819,53037
2013-08-04,49718,47486,45979,45137,44890,44915,45974,47434,49620,52364,54784,55858,56245,57116,57110,56936,56597,56593,57096,58138,58813,57506,55258,52462
2013-08-05,48654,46431,45274,44616,44457,45124,47799,52368,59514,64414,65957,66775,65178,67608,67856,67576,67563,67484,65995,65715,65570,63032,59823,57727
2013-08-06,53509,51026,49533,48562,48342,48721,51409,55531,61930,66656,67907,68852,66580,68465,68601,67744,67639,67186,66081,65993,65138,62470,59429,57424
2013-08-07,53493,50879,49445,48537,48323,48716,51329,55317,61899,66539,68748,70274,68615,71241,71825,71446,71552,71339,69896,69943,69200,66523,62941,60238
2013-08-08,55701,52767,50938,49956,49658,50107,52588,56796,63622,68764,70540,71892,69896,72963,73783,73670,73819,73227,71851,71439,70858,67746,63832,61033
2013-08-09,56554,53700,52035,50911,50517,50998,53551,57770,64737,70174,71920,73047,71005,73345,73600,73266,73244,73456,71985,71877,71202,68478,64913,62460
2013-08-10,58161,55055,53165,52056,51482,51433,52757,55413,60069,64442,66976,67476,65419,66147,65869,64676,63876,62632,62344,63294,63639,61882,59334,57280
2013-08-11,53535,51013,49230,47996,47475,47254,47960,49146,51425,54450,57049,58481,59025,60352,60751,60875,60716,60635,60805,61937,62837,61378,58613,55518
2013-08-12,51547,49105,47609,46899,46936,47764,50671,56198,64653,70319,72149,73302,70889,72900,73030,72635,72745,72216,71994,71683,70808,67847,64530,62172
2013-08-13,57478,54764,52892,51704,51277,51739,54340,58617,65554,70239,71502,72471,69940,71940,72615,72501,72590,72422,71995,71890,70753,67765,64458,62066
2013-08-14,57472,54723,53029,51993,51688,52020,54401,58774,65602,69964,71351,72501,69921,72002,72450,71954,71976,71891,70913,71077,70248,67534,64073,61693
2013-08-15,57423,54870,53238,52024,51483,51523,52770,55025,59638,63716,66317,67512,65879,68000,69027,68807,68375,66947,66335,67233,67853,66032,63307,60106
2013-08-16,55767,53191,51769,50720,50515,51003,53288,57567,64710,70174,71789,73216,70570,72230,72758,72322,72121,72376,70787,70673,69939,66915,63590,61177
2013-08-17,57069,54386,52540,51418,50912,50904,52126,54488,59073,63183,65758,66771,65096,66757,67118,66298,65239,63379,62932,64219,64563,62300,59731,57807
2013-08-18,54027,51666,49926,48905,48465,48395,49012,50195,52431,55532,58317,59241,59522,60737,60761,60143,59871,60035,60786,62146,62710,61104,58623,55460
2013-08-19,51429,48689,47415,46765,46869,47892,51026,56913,65340,71221,72641,73945,71433,73843,74015,73481,73512,73344,72003,71982,70515,67307,63670,61127
2013-08-20,56614,53813,52122,51166,50946,51383,53960,58462,65428,70528,71999,72861,69944,72720,73315,72912,72980,72603,71251,71219,69655,66157,62417,59715
2013-08-21,55360,52829,51250,50299,50141,50722,53221,57426,64457,69498,71363,72532,69992,72982,73266,72898,72763,71937,71023,71003,70093,66978,63426,60854
2013-08-22,56407,53770,52399,51380,51009,51573,53823,58263,65235,69894,71432,72788,70386,73159,73657,73261,73132,72812,72038,72390,70730,67370,63643,61213
2013-08-23,56709,54005,52342,51365,51099,51596,54047,58188,64794,69252,69830,70527,67330,69566,69534,68963,68822,68621,67382,67596,66112,63057,59842,57975
2013-08-24,54112,51927,50426,49296,48946,48832,49999,51920,56154,59858,62068,63061,60915,62162,62466,61540,60361,58589,57900,59101,59028,57130,55031,53395
2013-08-25,49818,47758,46383,45420,45058,45087,45624,46345,47970,50287,52332,53244,53312,54481,54552,54329,54356,54092,54379,56268,56316,54818,52455,49826
2013-08-26,46490,44601,43604,43076,43233,44374,47417,52508,59992,65132,66464,67758,65167,68266,69003,68759,68836,68465,66806,66707,64908,61855,58785,56566
2013-08-27,52585,50322,49164,48408,48291,49128,51513,55386,61557,65587,66868,67913,65352,68431,69286,68678,68698,68388,67301,67781,65758,62602,59281,56975
2013-08-28,52807,50530,49365,48650,48587,49335,51518,55473,61813,66316,67141,68235,65533,68678,69475,68866,68681,67915,66436,67010,65356,62201,59025,56906
2013-08-29,53059,50882,49590,48811,48948,49518,51973,56451,62974,67305,68617,69623,66521,68998,69483,69094,69093,68913,67952,67983,66068,63169,59887,57628
2013-08-30,53209,50977,49683,48866,48832,49677,52106,56230,62260,66424,67110,67501,64620,67426,68095,67586,67383,66753,64845,65157,63467,60473,57465,55654
2013-08-31,52042,50143,48779,48007,47646,47910,48677,50228,53677,56670,58654,59237,57244,58861,59493,58609,57593,55963,55456,57061,56551,54785,52595,51100
2013-09-01,47985,46071,44890,44069,43829,43978,44434,45129,46266,48360,50103,50883,50844,51741,51834,51705,51843,51731,52327,54172,53914,52413,50656,48331
2013-09-02,45192,43412,42390,41995,42315,43400,46367,50981,57350,61543,63450,63921,60847,63860,65238,65102,65043,63622,62455,63026,61244,58567,56202,54524
2013-09-03,50824,48968,48069,47483,47476,48269,50602,54237,59512,62408,63488,63288,59509,62440,63470,63200,63212,62498,61635,62341,60751,58326,55765,54233
2013-09-04,50646,48920,47793,47035,47331,48073,50443,54110,58717,61502,62741,63012,59526,62758,64103,64138,64303,62675,61156,61975,60664,58481,56065,54695
2013-09-05,50787,48939,47901,47367,47434,48429,50744,54321,58896,61689,62721,62426,58789,61804,63323,63220,63268,62172,61865,62556,60796,58575,56364,54869
2013-09-06,51152,49327,48292,47775,47729,48617,50905,54568,59252,61650,62697,62368,58705,61465,62550,62138,62043,60973,60518,60911,59554,57726,55914,54409
2013-09-07,51001,48978,47913,47068,46946,47572,48697,50381,53637,55907,57081,57289,54946,56969,57341,56486,55557,53991,53944,55502,55015,53606,52367,51288
2013-09-08,48036,46209,44935,44179,43978,44464,45058,45622,46743,48086,49386,50046,49745,50711,50973,50874,50624,50491,51500,53099,52780,51693,50244,48179
2013-09-09,45195,43448,42580,42263,42691,44057,46890,51329,57397,61457,62860,63316,60296,63585,65106,64965,65018,63891,63057,63714,61816,59500,57062,55309
2013-09-10,51614,49727,48796,48201,48291,49461,51641,55310,60082,63220,64457,64520,61320,64220,65480,65181,65504,64639,64036,64170,62234,59681,57277,55703
2013-09-11,51846,49937,48923,48343,48431,49362,51775,55540,60544,63672,64822,64577,61211,64347,65579,65639,66061,64703,63930,64389,62833,60631,58368,56367
2013-09-12,52376,50370,49278,48808,48812,49880,52257,56110,61083,63968,65363,65167,61579,64693,65945,65865,66213,65406,64989,65436,63582,60962,58447,56597
2013-09-13,52757,50658,49508,49012,49016,49938,52267,55865,61079,64443,65996,66143,62738,66042,67689,67299,67248,66064,65476,66028,63968,61489,59123,57384
2013-09-14,53371,51235,49922,48977,48984,49410,50522,52485,56383,59474,60973,61174,58425,59784,60051,59340,58333,56586,57365,58435,57574,56240,54549,53235
2013-09-15,50073,48098,46643,45907,45835,46486,46924,47932,49580,51628,52974,53569,52907,54212,54884,54589,54073,53362,53934,55438,54842,53559,51956,49764
2013-09-16,46565,44796,43732,43381,43791,45046,47735,51649,56820,60004,61355,61445,58453,61580,62839,62645,62679,61358,61229,61905,59868,57651,55590,53934
2013-09-17,50376,48326,47233,46681,46731,47917,49902,52757,56737,59123,60257,60397,57600,59708,60097,58941,57230,55264,55247,56132,54979,53491,51782,50198
2013-09-18,46852,44417,43060,42091,41510,41712,41770,41613,41609,42594,43826,44586,44840,45067,45258,45487,45402,45547,46640,47703,46866,45902,44792,43044
2013-09-19,40154,38290,37155,36477,36476,37086,38334,38899,37953,37570,37858,38329,38622,38998,39301,39767,40414,41226,42627,44095,44061,43777,43258,41895
2013-09-20,39699,38119,36882,36233,36309,36959,37481,38348,39072,40301,41438,42133,42420,42762,43091,43171,43495,44138,45721,47235,47027,46138,45220,43401
2013-09-21,40969,39306,38134,37591,37486,38230,39218,40486,42240,43951,46028,47153,47288,47837,48089,47857,47823,48046,49438,50913,50170,48811,47455,46283
2013-09-22,43357,41626,40374,39783,39755,40434,41226,42498,44385,46392,48324,49171,49194,50021,50120,49887,49880,49745,51362,52637,51954,50911,49682,47542
2013-09-23,44427,42950,42094,41727,42082,43591,46315,50717,56461,60265,62082,62497,59630,63305,64919,64649,64606,63354,63456,63537,61473,59039,56684,55009
2013-09-24,51128,49238,48336,47849,47850,48938,51304,54772,59692,63039,64488,64618,61372,64250,65765,65383,65244,64588,64701,64767,62591,60009,57679,55784
2013-09-25,51819,49913,48786,48096,48256,49324,51505,55118,59406,62063,62538,62202,58647,61442,63041,62823,62990,61372,61346,61320,59577,57754,55780,54556
2013-09-26,50814,48828,47866,47361,47578,48788,51082,53947,57785,59879,60897,60680,57168,60224,61382,61318,61397,60617,61256,61708,59994,58057,56024,54809
2013-09-27,51034,49191,48160,47631,47770,48966,51071,53977,57464,59668,60355,60155,56834,59880,61263,60998,61202,60397,61052,61022,59276,57408,55734,54736
2013-09-28,51172,49190,48079,47436,47442,48168,49143,50539,53528,55517,56668,56606,54023,55526,55818,55339,54669,53789,54719,54922,54478,53559,52537,51811
2013-09-29,48666,46623,45382,44781,44882,45609,46013,46436,47400,48832,50004,50500,49780,50197,50251,50279,50388,50634,52197,52725,52235,51517,50788,48865
2013-09-30,45640,43791,42806,42533,43068,44876,47514,51551,56988,59969,60888,60819,57835,61055,62243,62479,62764,61947,62511,62386,60356,58357,56630,54978
2013-10-01,51064,49092,48130,47447,47684,48788,51115,54204,58207,60768,61943,62092,58866,62339,63388,63286,63403,62598,63532,62948,61292,59406,57562,55548
2013-10-02,51708,49763,48768,48256,48287,49695,51864,55031,59290,62007,62685,62434,58778,61713,62538,61997,62203,61076,61670,61141,59644,58117,56695,55088
2013-10-03,51471,49508,48312,47710,47773,48969,49987,50841,53309,55594,56515,56762,54054,55975,56640,56410,56041,55221,57149,57722,57193,56333,55197,53407
2013-10-04,49720,47779,46875,46590,46926,48491,50750,53263,56717,59289,59865,59840,56566,59354,60344,60337,60365,59773,61182,61112,59475,57828,56405,54839
2013-10-05,51039,49307,47956,47212,47349,48349,49386,50431,52748,54518,55443,55667,53487,55172,55573,55237,54549,53495,54869,55293,54882,53865,52932,51813
2013-10-06,48497,46373,45237,44623,44606,45506,45910,45788,46532,47786,48873,49147,48854,49606,49817,49619,49882,50421,52538,53017,52650,51874,51003,48861
2013-10-07,45706,43887,43128,42713,43222,45064,48061,52202,57758,61059,62372,62531,59504,63003,64461,64335,64346,64045,64911,64222,62402,60130,58302,56538
2013-10-08,52518,50537,49249,48722,48841,49995,52123,55531,60150,62976,64075,63862,60125,62968,64010,63740,63777,63044,63344,62467,60561,58553,57052,55462
2013-10-09,51750,49714,48663,48066,48346,49205,50391,51768,55175,57804,59037,59351,56610,58902,59766,59439,58862,57792,59330,59289,58303,57285,55997,54006
2013-10-10,50134,48308,47367,46900,47281,48807,50954,54342,58737,61414,62691,62803,59333,62459,63873,63491,63479,63092,64136,63305,61541,59371,57506,55593
2013-10-11,51788,49817,48583,48161,48435,49878,52149,54918,58901,61467,62118,61576,57723,60534,61532,61185,61250,60412,61630,61072,59322,57611,56623,54722
2013-10-12,50950,48936,47709,47115,47183,48317,49387,50097,52084,53626,54453,54568,52036,53628,53897,53311,52822,52158,54091,54265,53768,53170,52518,51056
2013-10-13,47855,45819,44745,44234,44287,45322,45846,45645,45514,46196,47029,46986,46402,47259,47543,47603,47887,48633,51148,51494,50957,50415,49864,48269
2013-10-14,45167,43385,42368,42185,42836,44880,47820,51422,56168,59038,60114,60397,56879,59951,61163,61096,61421,61062,62685,62079,60147,58386,57113,55099
2013-10-15,50996,49132,48138,47622,48047,49496,51850,54497,58130,60422,61371,61389,57802,60653,61805,61656,61755,61676,62574,61607,59730,58199,57391,55720
2013-10-16,51846,49822,48694,48264,48688,50325,52810,55172,58337,60044,60572,59914,56272,59081,60089,59796,60081,59807,61498,60870,59625,58363,57625,56509
2013-10-17,52347,50331,49241,48753,49288,50998,53360,55579,58715,60447,60805,60273,56233,59013,60171,60069,60510,60609,62394,61890,60351,58838,58083,56878
2013-10-18,52564,50382,49344,48943,49522,51124,53360,55716,58793,60481,60816,60200,56464,59287,60322,60114,60374,60360,61911,61105,59694,58345,57542,56150
2013-10-19,52244,50136,48971,48390,48683,49914,50627,51320,53474,55100,55528,55231,52384,53778,53973,53513,53021,52558,54535,54544,53983,53552,53289,52455
2013-10-20,49105,46815,45483,45015,45263,46284,46814,46291,45994,46452,47183,47328,46753,47267,47251,47416,47852,48899,51480,51487,51370,51188,50995,49566
2013-10-21,46303,44213,43213,43069,43766,45585,48529,51891,56403,59189,59856,59474,55818,58810,59892,59876,60275,60475,62099,61408,59733,58297,57423,55792
2013-10-22,51879,49790,48827,48508,49034,50516,53011,55349,58345,60114,60474,60079,56369,59551,60841,60811,61283,61377,62822,62065,60218,58689,57865,56260
2013-10-23,52212,50187,49120,48770,49326,51074,53332,55563,58572,60526,61034,60414,56427,59373,60371,60243,60804,60844,62185,61391,59864,58692,57844,56379
2013-10-24,52319,50302,49069,48678,49298,50925,53396,55705,58881,60745,61115,60489,56696,59525,60480,60280,60849,61133,62777,61833,60388,59015,58173,56657
2013-10-25,52577,50525,49529,49096,49752,51487,53868,56059,58873,60453,60781,60240,56398,58867,59987,59778,60207,60863,62398,61359,60041,58730,58088,56884
2013-10-26,52926,50569,49364,48839,49154,50367,51555,51886,53201,54314,54801,54419,51559,52739,53033,52621,52212,52528,54490,54015,53696,53461,53790,53295
2013-10-27,49803,47689,46510,45884,46483,47722,48183,47406,46736,46744,47110,46838,46010,46423,46532,46679,47127,48717,51511,51788,51546,51333,51618,50433
2013-10-28,47225,45153,44067,44007,45062,47090,49913,53256,57809,60496,61036,60553,56598,59416,60666,60562,60952,61695,63155,62120,60559,59281,58647,57534
2013-10-29,53432,51095,50123,49780,50454,52214,54473,56548,60287,61965,61860,60997,57125,60156,61311,61105,61948,62832,63926,62878,61204,59753,58927,57763
2013-10-30,53649,51360,50194,49957,50594,52291,54455,56493,59629,61583,61664,60888,56991,59619,60698,60549,60915,61747,62824,61847,60652,59679,59267,58208
2013-10-31,53866,51444,50431,50056,50713,52521,54823,57092,60656,62616,62516,61633,57491,59991,60718,60647,61081,62053,63329,62300,60540,59198,58895,57821
2013-11-01,53820,51369,50232,49886,50691,52270,54387,56223,59097,60271,60074,59421,55626,58274,59279,59184,59626,59912,61066,59991,58850,57897,57408,56755
2013-11-02,52865,50417,49231,48542,48920,50331,51435,51572,53253,54523,55552,55557,53613,54886,54981,54245,53708,53697,54640,54223,53879,53690,54085,53759
2013-11-03,50276,47734,46470,45882,46341,47401,48110,47408,47121,47410,48021,48098,47383,47513,47551,47529,48129,49955,52166,52046,51887,51971,52359,51283
2013-11-04,47745,45475,44458,44426,45325,47603,50541,53648,58056,60324,60606,60555,56931,59570,60430,60290,60901,61460,62623,61579,60347,59134,58613,57697
2013-11-05,53663,51305,50131,49962,50668,52469,54936,57018,60046,61569,61645,60826,56702,59507,60332,60259,60819,61579,62668,61612,60343,59151,58729,58009
2013-11-06,53803,51479,50436,50089,50827,52552,54898,57100,60509,62087,62288,62161,58587,61254,62571,62286,62657,62539,62553,61410,60409,59410,59125,58496
2013-11-07,54267,51923,50712,50323,50935,52824,54921,56615,60024,61425,61443,60949,57075,59713,60955,60850,61231,61901,62671,61723,60454,59419,58904,58514
2013-11-08,54593,52117,51065,50906,51802,53554,56017,58205,61083,62542,62236,61537,57511,60110,61110,60921,61270,62008,62796,61472,60331,59221,59000,58614
2013-11-09,54712,52264,51121,50593,51125,52302,53115,53135,54518,55347,55968,55719,53162,54787,55088,54915,54608,55042,55468,54940,54439,54287,55166,54990
2013-11-10,51756,49193,47677,47229,47648,48960,49514,48468,47887,47918,48304,48090,47607,47885,47925,48111,48779,51102,53130,53103,53160,53376,54144,53648
2013-11-11,50298,47905,47061,46955,48188,50225,53111,56652,61449,63622,63724,63357,59400,62142,63308,63112,64107,65216,65865,64237,62728,61560,61430,61211
2013-11-12,57253,54839,53621,53319,54181,55763,58232,60746,64218,65889,65845,65095,60758,63380,64330,64035,64679,65675,66426,64963,63284,61798,61714,61837
2013-11-13,57883,55398,54205,53856,54698,56270,58645,61108,64648,66150,65696,65043,60466,63054,64065,63949,64864,65735,65769,64171,62896,61922,61861,61788
2013-11-14,57980,55609,54491,53976,54766,56404,58693,60943,65132,66812,67082,66572,62053,64633,65705,65340,66109,66756,66539,64873,63246,61667,61792,61925
2013-11-15,57819,55315,53969,53581,54233,56073,57971,60291,64018,65666,65323,64512,60059,62550,63495,63041,63713,64644,64727,63258,62243,61182,61614,61777
2013-11-16,57596,55112,53794,53391,54081,55207,56181,56218,57852,58696,58986,58036,54732,55805,55797,55419,55334,56349,57250,56764,56477,56349,57202,57586
2013-11-17,54330,51447,49947,49405,50104,51179,51494,50471,49623,49319,50103,50137,49526,50022,49923,50108,50788,53170,55137,55096,54925,54940,56018,55824
2013-11-18,52534,50076,48857,48780,49655,51983,55004,58717,64489,67599,68315,68191,63867,66853,68180,67835,68695,69316,68978,67119,65271,63757,64123,64327
2013-11-19,60262,57638,56312,55885,56513,57979,60021,62663,67023,68913,69195,68948,64965,67693,68452,68244,68802,69483,69288,67432,65602,64169,64268,64546
2013-11-20,60586,58020,56621,56138,56690,58177,60457,63216,67713,69837,69789,69097,64468,67029,67767,67456,68228,68862,68420,66826,65398,64122,64237,64511
2013-11-21,60656,58051,56723,56312,56967,58420,60465,63242,67587,69400,69031,68088,63407,65862,66625,66080,67140,68504,68742,67190,65520,63918,64091,64546
2013-11-22,60490,57891,56457,56061,56890,58322,60568,63092,67223,68915,68709,67554,62936,65447,66250,65577,66208,67114,66847,65114,63868,62667,62994,63535
2013-11-23,60008,57274,55889,55382,55871,56723,57683,57579,59194,60156,60420,59671,56499,57493,57491,56980,56893,58081,58724,58256,57922,57842,59099,59729
2013-11-24,56221,53467,52012,51476,51919,52749,53017,51800,51035,50776,51093,50877,50265,50925,50922,51313,52243,53994,55080,54838,54635,54720,56070,55702
2013-11-25,52427,50019,48790,48744,49846,51965,54388,57960,64229,67596,68282,68284,64166,66890,67951,67743,68439,69053,68140,66673,64730,63298,63853,64306
2013-11-26,60293,57709,56280,55932,56492,58153,60767,63618,68114,69943,69466,68988,64354,67058,67974,67861,68802,69751,69247,67333,65415,63837,63719,64220
2013-11-27,60297,57494,56143,55872,56472,57869,60252,62971,67860,70594,71192,71165,66669,69438,70169,69940,70735,71143,69983,67963,66515,65185,65528,66067
2013-11-28,62347,59968,58612,58215,58683,59975,62104,65022,69891,72686,72541,71615,67152,69888,70903,70740,71606,72651,72301,70158,68051,66090,66065,66691
2013-11-29,62985,60249,58741,58230,58759,59880,62057,64757,69912,72472,72014,70853,66174,68659,69434,68810,69497,70333,69403,67343,65779,64396,64850,65707
2013-11-30,61960,59293,57620,56893,57154,57962,58669,58687,60422,61715,62184,61777,58004,58721,58480,57836,57530,58601,59177,58552,58335,58422,59679,60504
2013-12-01,57306,55358,55038,54914,54852,54417,53538,52956,52727,51997,52213,51654,50896,51232,50882,50848,51571,54384,56008,55831,55711,56242,57743,57912
2013-12-02,54843,53919,54003,54198,55423,56823,59221,61758,67169,69912,69941,69112,64514,67289,67905,67796,68596,69794,68919,66960,64805,63537,63752,64476
2013-12-03,60848,59512,58783,59320,59560,60176,61359,63463,68206,69642,68883,67450,62942,65785,66363,66178,67221,68493,68061,66277,64635,63276,63440,64152
2013-12-04,60541,59291,59053,59173,59622,60223,61469,63638,68358,70242,69603,68396,63382,65612,66207,66003,67047,68137,67544,65791,64626,63675,63849,64540
2013-12-05,60581,59048,58778,59748,60434,61156,62530,63936,68298,69962,69684,68527,63930,66573,67231,67069,67568,68434,67910,66058,64518,63373,63478,64464
2013-12-06,60613,59783,59830,59974,60693,61599,62870,64394,68592,69942,69335,67925,63468,65995,66357,66108,66953,68268,67663,65779,64234,63027,63656,64963
2013-12-07,60953,59481,58959,59155,59447,59671,59051,59258,60349,60926,61448,60554,57386,58410,58308,57798,57951,59090,59334,58603,58248,58461,59768,60869
2013-12-08,57698,54913,53518,52907,53359,54159,54296,52950,52614,52743,52918,52592,52544,52923,52866,53192,53704,54853,55928,56047,55788,55997,57541,57463
2013-12-09,54246,53518,53963,54154,54840,55573,57093,60301,66854,70150,71011,70538,66740,69688,70499,70080,70560,70328,68623,66312,64597,63346,63729,64716
2013-12-10,61129,60287,59943,59840,60647,61464,62513,64453,69202,70932,70597,69308,64521,67198,67852,67803,68769,70052,69463,67467,65649,64353,64544,65501
2013-12-11,61974,60402,59917,59999,60408,60884,62023,64420,69196,71429,71700,70841,66336,69656,70478,70510,71486,71608,70037,67956,66234,65296,65666,66884
2013-12-12,64008,62868,61886,62231,62573,63139,64505,66612,71205,72903,72340,71286,66988,70524,71593,71321,71538,71276,70078,67848,66241,64910,65435,66868
2013-12-13,63538,62976,63258,63063,63503,64187,64323,66648,71839,73807,73911,73023,68498,71138,71695,71488,72355,72791,71455,68944,67321,65839,66424,67837
2013-12-14,64738,63397,62486,61959,61947,62173,62578,62188,63279,63835,64749,64382,61272,62356,62101,61393,61090,61468,61866,61107,60451,60565,62070,63576
2013-12-15,60625,58262,56683,55940,55979,56374,56433,55520,55704,55028,55572,55833,55508,55083,54652,54625,55148,57513,59050,59023,58811,58986,60528,61031
2013-12-16,58547,58475,58519,58042,58304,59253,61463,64443,71294,75098,75683,74842,70401,73190,73748,73288,73749,74143,72555,69960,67992,66292,66753,67904
2013-12-17,64354,63767,63764,63302,63667,64716,66404,67155,72421,75133,75113,73993,68532,71164,71754,71455,72173,72588,71068,69009,67028,65448,65903,67025
2013-12-18,63514,62658,61905,61828,62110,63076,64684,65588,70979,72992,72598,71332,66628,69317,70018,69828,70278,70480,69262,67278,65985,64897,65206,66205
2013-12-19,63288,62024,61192,61333,61649,62395,63489,65944,71540,73903,74123,73263,68867,71863,72812,72655,73453,73928,72493,70248,68222,66788,67268,68475
2013-12-20,65503,64562,64492,64340,64826,65555,66456,67123,72182,74705,74944,73908,69268,71853,72587,72255,72529,72453,70674,68318,66660,65345,66053,67823
2013-12-21,64151,61653,60900,60958,60939,61128,61231,61244,63540,64762,65483,64997,61447,62043,61896,61263,61249,62096,62128,61402,60973,61107,62659,64374
2013-12-22,61221,59010,57313,56399,56492,57024,57040,56072,56006,55338,55498,55543,55029,55423,55343,55436,55511,57512,58691,58491,58351,58527,60079,60505
2013-12-23,57669,56877,57072,57099,57693,58700,60582,63451,70521,73499,73632,72615,67418,70044,70675,70331,71249,72384,71590,69406,67698,66145,66598,67599
2013-12-24,64065,63304,63071,63553,63930,64604,65490,66863,72587,74501,74165,72768,67391,69876,70216,69446,70028,70258,68784,66268,65089,64401,65496,67261
2013-12-25,63670,61133,60013,59721,59743,59934,60119,59858,60228,60400,61001,60718,60107,60883,60963,60771,61171,61343,61400,61006,60729,61016,62403,62928
2013-12-26,59542,58305,58051,58248,58704,59675,60526,63531,70486,73671,73960,72978,68588,71548,72318,72103,72558,72538,71165,68722,66651,65279,65578,66853
2013-12-27,63798,62628,62263,62538,63000,64465,65459,67087,72298,74708,74683,73409,68593,71033,71539,71178,71816,72031,70578,68325,67128,65758,66272,68039
2013-12-28,64420,62113,61732,61495,61838,62173,62553,62518,63491,64435,65478,64863,61932,62747,62568,61716,61683,62389,63038,62318,61458,61413,62887,64487
2013-12-29,61896,59511,57932,57044,57022,57245,57358,56837,56640,56175,56566,56474,55821,55752,55627,56078,56505,57968,59348,59129,58762,58658,60723,61385
2013-12-30,58527,57967,57429,56983,57576,58575,60407,62287,68411,71300,71420,70084,65264,67642,68078,67610,67808,68049,66905,64780,63252,62369,63063,64778
2013-12-31,61298,59077,58349,58408,58628,59231,60188,61834,66475,67883,67493,65874,61351,62413,62113,60704,59998,60048,59915,58411,57627,57396,58818,60396
2014-01-01,57526,54911,52979,52394,52574,53070,52713,50819,49028,47902,48102,48066,47674,47821,47886,47997,48873,51912,54196,54255,54245,54658,56510,56935
